Test #1 | Time: 600 seconds | GPS: on | Screen: on
5.09,0.277,2019-11-17 22:57:01.277885
5.09,0.28,2019-11-17 22:57:02.450521
5.09,0.277,2019-11-17 22:57:03.622030
5.09,0.36,2019-11-17 22:57:04.794248
5.09,0.276,2019-11-17 22:57:05.965411
5.09,0.316,2019-11-17 22:57:07.136955
5.09,0.278,2019-11-17 22:57:08.309382
5.09,0.274,2019-11-17 22:57:09.481645
5.09,0.351,2019-11-17 22:57:10.653081
5.09,0.278,2019-11-17 22:57:11.824149
5.09,0.277,2019-11-17 22:57:12.996472
5.09,0.289,2019-11-17 22:57:14.167778
5.09,0.353,2019-11-17 22:57:15.340670
5.09,0.348,2019-11-17 22:57:16.512018
5.09,0.344,2019-11-17 22:57:17.684598
5.09,0.277,2019-11-17 22:57:18.855788
5.09,0.289,2019-11-17 22:57:20.029098
5.09,0.339,2019-11-17 22:57:21.199249
5.09,0.348,2019-11-17 22:57:22.371991
5.09,0.274,2019-11-17 22:57:23.542986
5.09,0.274,2019-11-17 22:57:24.715505
5.09,0.274,2019-11-17 22:57:25.886752
5.09,0.279,2019-11-17 22:57:27.058057
5.09,0.275,2019-11-17 22:57:28.230786
5.09,0.277,2019-11-17 22:57:29.401869
5.09,0.277,2019-11-17 22:57:30.574447
5.09,0.272,2019-11-17 22:57:31.745956
5.09,0.346,2019-11-17 22:57:32.918420
5.09,0.276,2019-11-17 22:57:34.089725
5.09,0.272,2019-11-17 22:57:35.262131
5.09,0.281,2019-11-17 22:57:36.433367
5.09,0.342,2019-11-17 22:57:37.606066
5.09,0.275,2019-11-17 22:57:38.777076
5.09,0.273,2019-11-17 22:57:39.951108
5.09,0.27,2019-11-17 22:57:41.121184
5.09,0.319,2019-11-17 22:57:42.293962
5.09,0.275,2019-11-17 22:57:43.464890
5.09,0.272,2019-11-17 22:57:44.637491
5.09,0.275,2019-11-17 22:57:45.808943
5.09,0.275,2019-11-17 22:57:46.981313
5.09,0.296,2019-11-17 22:57:48.152507
5.09,0.273,2019-11-17 22:57:49.325123
5.09,0.285,2019-11-17 22:57:50.496446
5.09,0.277,2019-11-17 22:57:51.668888
5.09,0.34,2019-11-17 22:57:52.840142
5.09,0.278,2019-11-17 22:57:54.012784
5.09,0.376,2019-11-17 22:57:55.185351
5.09,0.309,2019-11-17 22:57:56.356533
5.09,0.317,2019-11-17 22:57:57.530653
5.09,0.274,2019-11-17 22:57:58.701540
5.09,0.273,2019-11-17 22:57:59.872913
5.09,0.282,2019-11-17 22:58:01.047996
5.09,0.336,2019-11-17 22:58:02.217837
5.09,0.343,2019-11-17 22:58:03.389156
5.09,0.27,2019-11-17 22:58:04.561583
5.09,0.277,2019-11-17 22:58:05.733015
5.09,0.273,2019-11-17 22:58:06.905390
5.09,0.339,2019-11-17 22:58:08.076712
5.09,0.273,2019-11-17 22:58:09.249294
5.09,0.27,2019-11-17 22:58:10.420724
5.09,0.272,2019-11-17 22:58:11.593833
5.09,0.337,2019-11-17 22:58:12.765364
5.09,0.271,2019-11-17 22:58:13.936822
5.09,0.301,2019-11-17 22:58:15.109376
5.09,0.269,2019-11-17 22:58:16.280796
5.09,0.27,2019-11-17 22:58:17.454509
5.09,0.338,2019-11-17 22:58:18.624655
5.09,0.339,2019-11-17 22:58:19.797193
5.09,0.272,2019-11-17 22:58:20.968210
5.09,0.278,2019-11-17 22:58:22.140897
5.09,0.337,2019-11-17 22:58:23.312087
5.09,0.269,2019-11-17 22:58:24.484365
5.09,0.268,2019-11-17 22:58:25.655658
5.09,0.272,2019-11-17 22:58:26.828311
5.09,0.306,2019-11-17 22:58:27.999729
5.09,0.28,2019-11-17 22:58:29.172093
5.09,0.342,2019-11-17 22:58:30.343509
5.09,0.268,2019-11-17 22:58:31.515926
5.09,0.278,2019-11-17 22:58:32.690906
5.09,0.341,2019-11-17 22:58:33.858717
5.09,0.282,2019-11-17 22:58:35.030901
5.09,0.334,2019-11-17 22:58:36.202580
5.09,0.268,2019-11-17 22:58:37.374997
5.09,0.269,2019-11-17 22:58:38.546317
5.09,0.278,2019-11-17 22:58:39.717615
5.09,0.27,2019-11-17 22:58:40.887987
5.09,0.305,2019-11-17 22:58:42.061299
5.09,0.277,2019-11-17 22:58:43.232641
5.09,0.27,2019-11-17 22:58:44.403666
5.09,0.273,2019-11-17 22:58:45.576277
5.09,0.273,2019-11-17 22:58:46.747590
5.09,0.355,2019-11-17 22:58:47.918949
5.09,0.271,2019-11-17 22:58:49.091501
5.09,0.266,2019-11-17 22:58:50.262712
5.09,0.27,2019-11-17 22:58:51.435132
5.09,0.267,2019-11-17 22:58:52.606340
5.09,0.268,2019-11-17 22:58:53.778958
5.09,0.269,2019-11-17 22:58:54.950996
5.09,0.273,2019-11-17 22:58:56.121603
5.09,0.271,2019-11-17 22:58:57.291559
5.09,0.271,2019-11-17 22:58:58.465468
5.09,0.273,2019-11-17 22:58:59.637774
5.09,0.266,2019-11-17 22:59:00.809220
5.09,0.342,2019-11-17 22:59:01.981619
5.08,0.379,2019-11-17 22:59:03.152867
5.09,0.266,2019-11-17 22:59:04.325381
5.09,0.267,2019-11-17 22:59:05.496866
5.09,0.266,2019-11-17 22:59:06.667982
5.09,0.271,2019-11-17 22:59:07.841718
5.09,0.349,2019-11-17 22:59:09.013505
5.09,0.274,2019-11-17 22:59:10.184614
5.09,0.271,2019-11-17 22:59:11.358230
5.09,0.268,2019-11-17 22:59:12.528068
5.09,0.269,2019-11-17 22:59:13.700640
5.09,0.267,2019-11-17 22:59:14.870825
5.09,0.276,2019-11-17 22:59:16.044395
5.09,0.265,2019-11-17 22:59:17.215821
5.09,0.34,2019-11-17 22:59:18.388174
5.09,0.265,2019-11-17 22:59:19.559690
5.09,0.265,2019-11-17 22:59:20.731949
5.09,0.266,2019-11-17 22:59:21.903305
5.09,0.309,2019-11-17 22:59:23.074656
5.09,0.337,2019-11-17 22:59:24.247494
5.09,0.272,2019-11-17 22:59:25.418315
5.09,0.264,2019-11-17 22:59:26.590907
5.09,0.268,2019-11-17 22:59:27.761977
5.09,0.27,2019-11-17 22:59:28.934380
5.09,0.298,2019-11-17 22:59:30.104409
5.09,0.264,2019-11-17 22:59:31.277088
5.09,0.265,2019-11-17 22:59:32.449294
5.09,0.334,2019-11-17 22:59:33.621931
5.09,0.266,2019-11-17 22:59:34.793185
5.09,0.265,2019-11-17 22:59:35.965723
5.09,0.265,2019-11-17 22:59:37.138028
5.08,0.399,2019-11-17 22:59:38.310300
5.09,0.262,2019-11-17 22:59:39.483057
5.09,0.264,2019-11-17 22:59:40.654221
5.09,0.335,2019-11-17 22:59:41.825459
5.09,0.264,2019-11-17 22:59:42.998060
5.09,0.352,2019-11-17 22:59:44.169183
5.09,0.261,2019-11-17 22:59:45.340668
5.09,0.263,2019-11-17 22:59:46.513084
5.09,0.335,2019-11-17 22:59:47.684187
5.09,0.264,2019-11-17 22:59:48.856578
5.09,0.273,2019-11-17 22:59:50.028008
5.09,0.268,2019-11-17 22:59:51.199201
5.09,0.337,2019-11-17 22:59:52.371531
5.09,0.334,2019-11-17 22:59:53.543192
5.09,0.263,2019-11-17 22:59:54.714192
5.09,0.265,2019-11-17 22:59:55.886518
5.09,0.279,2019-11-17 22:59:57.057933
5.09,0.265,2019-11-17 22:59:58.230242
5.09,0.33,2019-11-17 22:59:59.401514
5.09,0.268,2019-11-17 23:00:00.572868
5.09,0.356,2019-11-17 23:00:01.745147
5.09,0.264,2019-11-17 23:00:02.916547
5.09,0.263,2019-11-17 23:00:04.088900
5.09,0.262,2019-11-17 23:00:05.260298
5.09,0.264,2019-11-17 23:00:06.431278
5.09,0.261,2019-11-17 23:00:07.603851
5.09,0.331,2019-11-17 23:00:08.775739
5.09,0.266,2019-11-17 23:00:09.946489
5.09,0.262,2019-11-17 23:00:11.118963
5.09,0.266,2019-11-17 23:00:12.290230
5.08,0.347,2019-11-17 23:00:13.462740
5.09,0.305,2019-11-17 23:00:14.633815
