Test #1 | Time: 600 seconds | GPS: off | Screen: on
5.09,0.137,2019-12-01 13:18:34.046208
5.09,0.122,2019-12-01 13:18:35.218756
5.09,0.124,2019-12-01 13:18:36.390411
5.09,0.123,2019-12-01 13:18:37.561491
5.09,0.124,2019-12-01 13:18:38.733851
5.09,0.124,2019-12-01 13:18:39.912686
5.09,0.12,2019-12-01 13:18:41.092674
5.09,0.124,2019-12-01 13:18:42.270539
5.09,0.121,2019-12-01 13:18:43.448018
5.09,0.121,2019-12-01 13:18:44.625565
5.09,0.122,2019-12-01 13:18:45.802268
5.09,0.123,2019-12-01 13:18:46.976695
5.09,0.121,2019-12-01 13:18:48.152383
5.09,0.123,2019-12-01 13:18:49.328491
5.09,0.123,2019-12-01 13:18:50.500053
5.09,0.123,2019-12-01 13:18:51.674444
5.09,0.122,2019-12-01 13:18:52.847304
5.09,0.122,2019-12-01 13:18:54.021485
5.09,0.123,2019-12-01 13:18:55.195102
5.09,0.122,2019-12-01 13:18:56.369903
5.09,0.122,2019-12-01 13:18:57.541785
5.09,0.121,2019-12-01 13:18:58.713986
5.09,0.124,2019-12-01 13:18:59.885893
5.09,0.121,2019-12-01 13:19:01.059196
5.09,0.122,2019-12-01 13:19:02.230391
5.09,0.123,2019-12-01 13:19:03.403442
5.09,0.121,2019-12-01 13:19:04.576261
5.09,0.125,2019-12-01 13:19:05.749063
5.09,0.12,2019-12-01 13:19:06.920293
5.09,0.168,2019-12-01 13:19:08.094483
5.09,0.123,2019-12-01 13:19:09.265863
5.09,0.122,2019-12-01 13:19:10.437399
5.09,0.122,2019-12-01 13:19:11.611222
5.09,0.124,2019-12-01 13:19:12.782644
5.09,0.184,2019-12-01 13:19:13.960334
5.09,0.134,2019-12-01 13:19:15.126845
5.09,0.124,2019-12-01 13:19:16.298803
5.09,0.121,2019-12-01 13:19:17.470133
5.09,0.123,2019-12-01 13:19:18.641578
5.09,0.123,2019-12-01 13:19:19.813974
5.09,0.122,2019-12-01 13:19:20.985226
5.09,0.128,2019-12-01 13:19:22.157697
5.09,0.121,2019-12-01 13:19:23.328869
5.09,0.122,2019-12-01 13:19:24.501519
5.09,0.124,2019-12-01 13:19:25.685137
5.09,0.121,2019-12-01 13:19:26.972904
5.09,0.12,2019-12-01 13:19:28.144257
5.09,0.123,2019-12-01 13:19:29.316617
5.09,0.122,2019-12-01 13:19:30.489446
5.09,0.122,2019-12-01 13:19:31.660379
5.09,0.126,2019-12-01 13:19:32.832668
5.09,0.122,2019-12-01 13:19:34.006654
5.09,0.122,2019-12-01 13:19:35.176665
5.09,0.123,2019-12-01 13:19:36.347930
5.09,0.122,2019-12-01 13:19:37.521704
5.09,0.122,2019-12-01 13:19:38.691585
5.09,0.123,2019-12-01 13:19:39.864215
5.09,0.121,2019-12-01 13:19:41.045669
5.09,0.123,2019-12-01 13:19:42.209222
5.09,0.123,2019-12-01 13:19:43.379230
5.09,0.122,2019-12-01 13:19:44.552044
5.09,0.124,2019-12-01 13:19:45.722841
5.09,0.124,2019-12-01 13:19:46.894366
5.09,0.128,2019-12-01 13:19:48.068007
5.09,0.121,2019-12-01 13:19:49.238044
