Test #1 | Time: 600 seconds | GPS: on | Screen: on
5.08,0.179,2019-11-30 21:34:22.280306
5.08,0.214,2019-11-30 21:34:23.451763
5.08,0.203,2019-11-30 21:34:24.623633
5.08,0.214,2019-11-30 21:34:25.793143
5.07,0.253,2019-11-30 21:34:26.965877
5.08,0.193,2019-11-30 21:34:28.137269
5.08,0.209,2019-11-30 21:34:29.308665
5.09,0.134,2019-11-30 21:34:30.480022
5.08,0.221,2019-11-30 21:34:31.653913
5.08,0.207,2019-11-30 21:34:32.823947
5.08,0.185,2019-11-30 21:34:33.996613
5.09,0.138,2019-11-30 21:34:35.169216
5.09,0.134,2019-11-30 21:34:36.339372
5.08,0.208,2019-11-30 21:34:37.510782
5.09,0.133,2019-11-30 21:34:38.683072
5.09,0.138,2019-11-30 21:34:39.856894
5.09,0.17,2019-11-30 21:34:41.028548
5.08,0.208,2019-11-30 21:34:42.198363
5.08,0.223,2019-11-30 21:34:43.382315
5.08,0.213,2019-11-30 21:34:44.669996
5.09,0.144,2019-11-30 21:34:45.841193
5.09,0.152,2019-11-30 21:34:47.013904
5.08,0.207,2019-11-30 21:34:48.185314
5.08,0.208,2019-11-30 21:34:49.357120
5.08,0.222,2019-11-30 21:34:50.529078
5.08,0.212,2019-11-30 21:34:51.700527
5.09,0.186,2019-11-30 21:34:52.871857
5.07,0.319,2019-11-30 21:34:54.046974
5.09,0.141,2019-11-30 21:34:55.217191
5.08,0.211,2019-11-30 21:34:56.387030
5.08,0.212,2019-11-30 21:34:57.558558
5.09,0.134,2019-11-30 21:34:58.729624
5.09,0.186,2019-11-30 21:34:59.901112
5.09,0.134,2019-11-30 21:35:01.073644
5.08,0.22,2019-11-30 21:35:02.244892
5.09,0.216,2019-11-30 21:35:03.424413
5.09,0.138,2019-11-30 21:35:04.587857
5.09,0.14,2019-11-30 21:35:05.758828
5.09,0.177,2019-11-30 21:35:06.930496
5.09,0.204,2019-11-30 21:35:08.104305
5.09,0.136,2019-11-30 21:35:09.274216
5.09,0.175,2019-11-30 21:35:10.445541
5.08,0.223,2019-11-30 21:35:11.630597
5.09,0.209,2019-11-30 21:35:12.918144
