Test #1 | Time: 600 seconds | GPS: off | Screen: off
5.09,0.204,2019-11-18 21:41:04.917639
5.09,0.2,2019-11-18 21:41:06.090221
5.09,0.196,2019-11-18 21:41:07.263145
5.09,0.196,2019-11-18 21:41:08.437520
5.09,0.196,2019-11-18 21:41:09.606012
5.09,0.195,2019-11-18 21:41:10.777426
5.09,0.195,2019-11-18 21:41:11.950128
5.09,0.194,2019-11-18 21:41:13.120374
5.09,0.194,2019-11-18 21:41:14.292946
5.09,0.199,2019-11-18 21:41:15.464302
5.09,0.194,2019-11-18 21:41:16.636943
5.09,0.197,2019-11-18 21:41:17.808285
5.09,0.195,2019-11-18 21:41:18.979967
5.09,0.193,2019-11-18 21:41:20.151202
5.09,0.193,2019-11-18 21:41:21.323660
5.09,0.206,2019-11-18 21:41:22.494882
5.09,0.196,2019-11-18 21:41:23.667534
5.09,0.192,2019-11-18 21:41:24.841382
5.09,0.193,2019-11-18 21:41:26.010340
5.09,0.192,2019-11-18 21:41:27.182629
5.09,0.192,2019-11-18 21:41:28.354083
5.09,0.193,2019-11-18 21:41:29.530384
5.09,0.192,2019-11-18 21:41:30.697954
5.09,0.195,2019-11-18 21:41:31.869219
5.09,0.192,2019-11-18 21:41:33.040944
5.09,0.191,2019-11-18 21:41:34.213029
5.09,0.192,2019-11-18 21:41:35.384290
5.09,0.19,2019-11-18 21:41:36.559327
5.09,0.192,2019-11-18 21:41:37.728066
5.09,0.19,2019-11-18 21:41:38.899332
5.09,0.19,2019-11-18 21:41:40.071816
5.09,0.19,2019-11-18 21:41:41.243189
5.09,0.191,2019-11-18 21:41:42.414502
5.09,0.197,2019-11-18 21:41:43.586957
5.09,0.191,2019-11-18 21:41:44.759504
5.09,0.189,2019-11-18 21:41:45.930746
5.09,0.192,2019-11-18 21:41:47.102372
5.09,0.191,2019-11-18 21:41:48.274566
5.09,0.19,2019-11-18 21:41:49.445803
5.09,0.189,2019-11-18 21:41:50.618242
5.09,0.19,2019-11-18 21:41:51.789640
5.09,0.188,2019-11-18 21:41:52.961066
5.09,0.188,2019-11-18 21:41:54.133426
5.09,0.188,2019-11-18 21:41:55.304689
5.09,0.188,2019-11-18 21:41:56.477216
5.09,0.188,2019-11-18 21:41:57.648371
5.09,0.197,2019-11-18 21:41:58.819621
5.09,0.188,2019-11-18 21:41:59.992140
5.09,0.188,2019-11-18 21:42:01.163946
5.09,0.188,2019-11-18 21:42:02.335886
5.09,0.187,2019-11-18 21:42:03.507299
5.09,0.187,2019-11-18 21:42:04.679863
5.09,0.187,2019-11-18 21:42:05.850886
5.09,0.187,2019-11-18 21:42:07.023683
5.09,0.187,2019-11-18 21:42:08.193826
5.09,0.187,2019-11-18 21:42:09.366320
5.09,0.187,2019-11-18 21:42:10.537395
5.09,0.187,2019-11-18 21:42:11.709933
5.09,0.188,2019-11-18 21:42:12.881242
5.09,0.187,2019-11-18 21:42:14.053719
5.09,0.187,2019-11-18 21:42:15.225020
5.09,0.187,2019-11-18 21:42:16.396756
5.09,0.186,2019-11-18 21:42:17.568934
5.09,0.185,2019-11-18 21:42:18.740005
5.09,0.185,2019-11-18 21:42:19.912361
5.09,0.185,2019-11-18 21:42:21.083821
5.09,0.184,2019-11-18 21:42:22.267569
5.09,0.19,2019-11-18 21:42:23.555083
5.09,0.185,2019-11-18 21:42:24.728808
5.09,0.184,2019-11-18 21:42:25.897609
5.09,0.184,2019-11-18 21:42:27.069100
5.09,0.184,2019-11-18 21:42:28.240157
5.09,0.193,2019-11-18 21:42:29.411316
